grid_id,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9
533,"('Kansas City Royals', 'Miami Marlins')","('Kansas City Royals', 'San Francisco Giants')","('Kansas City Royals', '40+ WAR Career')","('Baltimore Orioles', 'Miami Marlins')","('Baltimore Orioles', 'San Francisco Giants')","('Baltimore Orioles', '40+ WAR Career')","('Minnesota Twins', 'Miami Marlins')","('Minnesota Twins', 'San Francisco Giants')","('Minnesota Twins', '40+ WAR Career')"
534,"('Oakland Athletics', 'Washington Nationals')","('Oakland Athletics', 'Pittsburgh Pirates')","('Oakland Athletics', '30+ HR Season Batting')","('Cincinnati Reds', 'Washington Nationals')","('Cincinnati Reds', 'Pittsburgh Pirates')","('Cincinnati Reds', '30+ HR Season Batting')","('300+ HR Career Batting', 'Washington Nationals')","('300+ HR Career Batting', 'Pittsburgh Pirates')","('300+ HR Career Batting', '30+ HR Season Batting')"
535,"('San Diego Padres', 'St. Louis Cardinals')","('San Diego Padres', 'New York Mets')","('San Diego Padres', '30+ SB Season')","('Chicago  White Sox', 'St. Louis Cardinals')","('Chicago  White Sox', 'New York Mets')","('Chicago  White Sox', '30+ SB Season')","('100+ RBI Season Batting', 'St. Louis Cardinals')","('100+ RBI Season Batting', 'New York Mets')","('100+ RBI Season Batting', '30+ SB Season')"
536,"('Chicago Cubs', 'Texas Rangers')","('Chicago Cubs', 'Atlanta Braves')","('Chicago Cubs', '200+ K Season Pitching')","('New York Yankees', 'Texas Rangers')","('New York Yankees', 'Atlanta Braves')","('New York Yankees', '200+ K Season Pitching')","('200+ Wins Career Pitching', 'Texas Rangers')","('200+ Wins Career Pitching', 'Atlanta Braves')","('200+ Wins Career Pitching', '200+ K Season Pitching')"
537,"('Toronto  Blue Jays', 'Detroit Tigers')","('Toronto  Blue Jays', 'San Francisco Giants')","('Toronto  Blue Jays', 'Played Third Base min. 1 game')","('Cleveland Guardians', 'Detroit Tigers')","('Cleveland Guardians', 'San Francisco Giants')","('Cleveland Guardians', 'Played Third Base min. 1 game')","('Gold Glove', 'Detroit Tigers')","('Gold Glove', 'San Francisco Giants')","('Gold Glove', 'Played Third Base min. 1 game')"
538,"('200+ Hits Season Batting', 'Played Outfield min. 1 game')","('200+ Hits Season Batting', 'Played First Base min. 1 game')","('200+ Hits Season Batting', 'Played Second Base min. 1 game')","('.300+ AVG Career Batting', 'Played Outfield min. 1 game')","('.300+ AVG Career Batting', 'Played First Base min. 1 game')","('.300+ AVG Career Batting', 'Played Second Base min. 1 game')","('MVP', 'Played Outfield min. 1 game')","('MVP', 'Played First Base min. 1 game')","('MVP', 'Played Second Base min. 1 game')"
539,"('Seattle Mariners', 'Philadelphia Phillies')","('Seattle Mariners', 'Silver Slugger')","('Seattle Mariners', 'Born Outside US 50 States and DC')","('Boston   Red Sox', 'Philadelphia Phillies')","('Boston   Red Sox', 'Silver Slugger')","('Boston   Red Sox', 'Born Outside US 50 States and DC')","('San Diego Padres', 'Philadelphia Phillies')","('San Diego Padres', 'Silver Slugger')","('San Diego Padres', 'Born Outside US 50 States and DC')"
540,"('Kansas City Royals', 'Milwaukee Brewers')","('Kansas City Royals', 'Chicago Cubs')","('Kansas City Royals', 'Played Catcher min. 1 game')","('Oakland Athletics', 'Milwaukee Brewers')","('Oakland Athletics', 'Chicago Cubs')","('Oakland Athletics', 'Played Catcher min. 1 game')","('Played Shortstop min. 1 game', 'Milwaukee Brewers')","('Played Shortstop min. 1 game', 'Chicago Cubs')","('Played Shortstop min. 1 game', 'Played Catcher min. 1 game')"
541,"('Los Angeles Dodgers', 'Minnesota Twins')","('Los Angeles Dodgers', 'Baltimore Orioles')","('Los Angeles Dodgers', '2000+ Hits Career Batting')","('Pittsburgh Pirates', 'Minnesota Twins')","('Pittsburgh Pirates', 'Baltimore Orioles')","('Pittsburgh Pirates', '2000+ Hits Career Batting')","('All Star', 'Minnesota Twins')","('All Star', 'Baltimore Orioles')","('All Star', '2000+ Hits Career Batting')"
542,"('Los Angeles Angels', 'Houston Astros')","('Los Angeles Angels', 'Colorado Rockies')","('Los Angeles Angels', '100+ RBI Season Batting')","('Chicago  White Sox', 'Houston Astros')","('Chicago  White Sox', 'Colorado Rockies')","('Chicago  White Sox', '100+ RBI Season Batting')","('Played Center Field min. 1 game', 'Houston Astros')","('Played Center Field min. 1 game', 'Colorado Rockies')","('Played Center Field min. 1 game', '100+ RBI Season Batting')"
543,"('Cincinnati Reds', 'St. Louis Cardinals')","('Cincinnati Reds', 'Tampa Bay Rays')","('Cincinnati Reds', '10+ Win Season Pitching')","('New York Mets', 'St. Louis Cardinals')","('New York Mets', 'Tampa Bay Rays')","('New York Mets', '10+ Win Season Pitching')","('Washington Nationals', 'St. Louis Cardinals')","('Washington Nationals', 'Tampa Bay Rays')","('Washington Nationals', '10+ Win Season Pitching')"
544,"('San Francisco Giants', 'New York Yankees')","('San Francisco Giants', 'Chicago Cubs')","('San Francisco Giants', '≤ 3.00 ERA Season')","('Seattle Mariners', 'New York Yankees')","('Seattle Mariners', 'Chicago Cubs')","('Seattle Mariners', '≤ 3.00 ERA Season')","('300+ Save Career Pitching', 'New York Yankees')","('300+ Save Career Pitching', 'Chicago Cubs')","('300+ Save Career Pitching', '≤ 3.00 ERA Season')"
545,"('30+ HR / 30+ SB Season Batting', 'Gold Glove')","('30+ HR / 30+ SB Season Batting', '40+ WAR Career')","('30+ HR / 30+ SB Season Batting', 'Only One Team')","('200+ Hits Season Batting', 'Gold Glove')","('200+ Hits Season Batting', '40+ WAR Career')","('200+ Hits Season Batting', 'Only One Team')","('300+ HR Career Batting', 'Gold Glove')","('300+ HR Career Batting', '40+ WAR Career')","('300+ HR Career Batting', 'Only One Team')"
546,"('Atlanta Braves', 'Houston Astros')","('Atlanta Braves', 'Born Outside US 50 States and DC')","('Atlanta Braves', 'Silver Slugger')","('Detroit Tigers', 'Houston Astros')","('Detroit Tigers', 'Born Outside US 50 States and DC')","('Detroit Tigers', 'Silver Slugger')","('Played Third Base min. 1 game', 'Houston Astros')","('Played Third Base min. 1 game', 'Born Outside US 50 States and DC')","('Played Third Base min. 1 game', 'Silver Slugger')"
547,"('Arizona Diamondbacks', 'St. Louis Cardinals')","('Arizona Diamondbacks', '2000+ K Career Pitching')","('Arizona Diamondbacks', '100+ Run Season Batting')","('Oakland Athletics', 'St. Louis Cardinals')","('Oakland Athletics', '2000+ K Career Pitching')","('Oakland Athletics', '100+ Run Season Batting')","('MVP', 'St. Louis Cardinals')","('MVP', '2000+ K Career Pitching')","('MVP', '100+ Run Season Batting')"
548,"('Minnesota Twins', 'Philadelphia Phillies')","('Minnesota Twins', 'Hall of Fame')","('Minnesota Twins', 'First Round Draft Pick')","('Pittsburgh Pirates', 'Philadelphia Phillies')","('Pittsburgh Pirates', 'Hall of Fame')","('Pittsburgh Pirates', 'First Round Draft Pick')","('Cleveland Guardians', 'Philadelphia Phillies')","('Cleveland Guardians', 'Hall of Fame')","('Cleveland Guardians', 'First Round Draft Pick')"
549,"('Boston   Red Sox', 'Miami Marlins')","('Boston   Red Sox', 'Rookie of the Year')","('Boston   Red Sox', 'All Star')","('New York Mets', 'Miami Marlins')","('New York Mets', 'Rookie of the Year')","('New York Mets', 'All Star')","('Cincinnati Reds', 'Miami Marlins')","('Cincinnati Reds', 'Rookie of the Year')","('Cincinnati Reds', 'All Star')"
550,"('Texas Rangers', 'Los Angeles Angels')","('Texas Rangers', 'San Diego Padres')","('Texas Rangers', '.300+ AVG Season Batting')","('Toronto  Blue Jays', 'Los Angeles Angels')","('Toronto  Blue Jays', 'San Diego Padres')","('Toronto  Blue Jays', '.300+ AVG Season Batting')","('Pitched min. 1 game', 'Los Angeles Angels')","('Pitched min. 1 game', 'San Diego Padres')","('Pitched min. 1 game', '.300+ AVG Season Batting')"
551,"('Los Angeles Dodgers', 'New York Yankees')","('Los Angeles Dodgers', 'Chicago  White Sox')","('Los Angeles Dodgers', '200+ Wins Career Pitching')","('Washington Nationals', 'New York Yankees')","('Washington Nationals', 'Chicago  White Sox')","('Washington Nationals', '200+ Wins Career Pitching')","('20+ Win Season Pitching', 'New York Yankees')","('20+ Win Season Pitching', 'Chicago  White Sox')","('20+ Win Season Pitching', '200+ Wins Career Pitching')"
552,"('Played Catcher min. 1 game', '6+ WAR Season')","('Played Catcher min. 1 game', '2000+ Hits Career Batting')","('Played Catcher min. 1 game', '100+ RBI Season Batting')","('.300+ AVG Career Batting', '6+ WAR Season')","('.300+ AVG Career Batting', '2000+ Hits Career Batting')","('.300+ AVG Career Batting', '100+ RBI Season Batting')","('30+ HR Season Batting', '6+ WAR Season')","('30+ HR Season Batting', '2000+ Hits Career Batting')","('30+ HR Season Batting', '100+ RBI Season Batting')"
553,"('Detroit Tigers', 'Minnesota Twins')","('Detroit Tigers', '30+ SB Season')","('Detroit Tigers', 'Played Right Field min. 1 game')","('Atlanta Braves', 'Minnesota Twins')","('Atlanta Braves', '30+ SB Season')","('Atlanta Braves', 'Played Right Field min. 1 game')","('Played Left Field min. 1 game', 'Minnesota Twins')","('Played Left Field min. 1 game', '30+ SB Season')","('Played Left Field min. 1 game', 'Played Right Field min. 1 game')"
554,"('Kansas City Royals', 'Baltimore Orioles')","('Kansas City Royals', 'Texas Rangers')","('Kansas City Royals', '≤ 3.00 ERA Season')","('Milwaukee Brewers', 'Baltimore Orioles')","('Milwaukee Brewers', 'Texas Rangers')","('Milwaukee Brewers', '≤ 3.00 ERA Season')","('2000+ K Career Pitching', 'Baltimore Orioles')","('2000+ K Career Pitching', 'Texas Rangers')","('2000+ K Career Pitching', '≤ 3.00 ERA Season')"
555,"('San Francisco Giants', 'Philadelphia Phillies')","('San Francisco Giants', 'Houston Astros')","('San Francisco Giants', '200+ K Season Pitching')","('Cincinnati Reds', 'Philadelphia Phillies')","('Cincinnati Reds', 'Houston Astros')","('Cincinnati Reds', '200+ K Season Pitching')","('New York Mets', 'Philadelphia Phillies')","('New York Mets', 'Houston Astros')","('New York Mets', '200+ K Season Pitching')"
556,"('Chicago Cubs', 'Toronto  Blue Jays')","('Chicago Cubs', 'San Diego Padres')","('Chicago Cubs', 'MVP')","('New York Yankees', 'Toronto  Blue Jays')","('New York Yankees', 'San Diego Padres')","('New York Yankees', 'MVP')","('40+ WAR Career', 'Toronto  Blue Jays')","('40+ WAR Career', 'San Diego Padres')","('40+ WAR Career', 'MVP')"
557,"('Oakland Athletics', 'Cleveland Guardians')","('Oakland Athletics', 'Los Angeles Angels')","('Oakland Athletics', 'All Star')","('Tampa Bay Rays', 'Cleveland Guardians')","('Tampa Bay Rays', 'Los Angeles Angels')","('Tampa Bay Rays', 'All Star')","('30+ Save Season Pitching', 'Cleveland Guardians')","('30+ Save Season Pitching', 'Los Angeles Angels')","('30+ Save Season Pitching', 'All Star')"
558,"('Los Angeles Dodgers', 'Atlanta Braves')","('Los Angeles Dodgers', 'Colorado Rockies')","('Los Angeles Dodgers', 'Played First Base min. 1 game')","('St. Louis Cardinals', 'Atlanta Braves')","('St. Louis Cardinals', 'Colorado Rockies')","('St. Louis Cardinals', 'Played First Base min. 1 game')","('Pittsburgh Pirates', 'Atlanta Braves')","('Pittsburgh Pirates', 'Colorado Rockies')","('Pittsburgh Pirates', 'Played First Base min. 1 game')"
559,"('First Round Draft Pick', 'Rookie of the Year')","('First Round Draft Pick', 'Cy Young')","('First Round Draft Pick', '20+ Win Season Pitching')","('Only One Team', 'Rookie of the Year')","('Only One Team', 'Cy Young')","('Only One Team', '20+ Win Season Pitching')","('Born Outside US 50 States and DC', 'Rookie of the Year')","('Born Outside US 50 States and DC', 'Cy Young')","('Born Outside US 50 States and DC', '20+ Win Season Pitching')"
560,"('Boston   Red Sox', 'Chicago  White Sox')","('Boston   Red Sox', 'Baltimore Orioles')","('Boston   Red Sox', 'Played Second Base min. 1 game')","('Seattle Mariners', 'Chicago  White Sox')","('Seattle Mariners', 'Baltimore Orioles')","('Seattle Mariners', 'Played Second Base min. 1 game')","('6+ WAR Season', 'Chicago  White Sox')","('6+ WAR Season', 'Baltimore Orioles')","('6+ WAR Season', 'Played Second Base min. 1 game')"
561,"('Toronto  Blue Jays', 'Philadelphia Phillies')","('Toronto  Blue Jays', '100+ Run Season Batting')","('Toronto  Blue Jays', 'Played Outfield min. 1 game')","('Los Angeles Angels', 'Philadelphia Phillies')","('Los Angeles Angels', '100+ Run Season Batting')","('Los Angeles Angels', 'Played Outfield min. 1 game')","('Silver Slugger', 'Philadelphia Phillies')","('Silver Slugger', '100+ Run Season Batting')","('Silver Slugger', 'Played Outfield min. 1 game')"
562,"('New York Yankees', 'Kansas City Royals')","('New York Yankees', 'Cincinnati Reds')","('New York Yankees', 'Hall of Fame')","('San Diego Padres', 'Kansas City Royals')","('San Diego Padres', 'Cincinnati Reds')","('San Diego Padres', 'Hall of Fame')","('2000+ Hits Career Batting', 'Kansas City Royals')","('2000+ Hits Career Batting', 'Cincinnati Reds')","('2000+ Hits Career Batting', 'Hall of Fame')"
563,"('Los Angeles Dodgers', 'New York Mets')","('Los Angeles Dodgers', 'Washington Nationals')","('Los Angeles Dodgers', '100+ RBI Season Batting')","('Chicago Cubs', 'New York Mets')","('Chicago Cubs', 'Washington Nationals')","('Chicago Cubs', '100+ RBI Season Batting')","('Cleveland Guardians', 'New York Mets')","('Cleveland Guardians', 'Washington Nationals')","('Cleveland Guardians', '100+ RBI Season Batting')"
564,"('Oakland Athletics', 'Miami Marlins')","('Oakland Athletics', 'Texas Rangers')","('Oakland Athletics', 'Gold Glove')","('Houston Astros', 'Miami Marlins')","('Houston Astros', 'Texas Rangers')","('Houston Astros', 'Gold Glove')","('All Star', 'Miami Marlins')","('All Star', 'Texas Rangers')","('All Star', 'Gold Glove')"
565,"('Boston   Red Sox', 'Detroit Tigers')","('Boston   Red Sox', 'Minnesota Twins')","('Boston   Red Sox', '40+ HR Season Batting')","('Baltimore Orioles', 'Detroit Tigers')","('Baltimore Orioles', 'Minnesota Twins')","('Baltimore Orioles', '40+ HR Season Batting')","('200+ Hits Season Batting', 'Detroit Tigers')","('200+ Hits Season Batting', 'Minnesota Twins')","('200+ Hits Season Batting', '40+ HR Season Batting')"
566,"('10+ Win Season Pitching', '200+ Wins Career Pitching')","('10+ Win Season Pitching', '200+ K Season Pitching')","('10+ Win Season Pitching', '40+ WAR Career')","('3000+ K Career Pitching', '200+ Wins Career Pitching')","('3000+ K Career Pitching', '200+ K Season Pitching')","('3000+ K Career Pitching', '40+ WAR Career')","('≤ 3.00 ERA Season', '200+ Wins Career Pitching')","('≤ 3.00 ERA Season', '200+ K Season Pitching')","('≤ 3.00 ERA Season', '40+ WAR Career')"
567,"('Chicago  White Sox', 'Philadelphia Phillies')","('Chicago  White Sox', 'Played Left Field min. 1 game')","('Chicago  White Sox', 'Played Right Field min. 1 game')","('St. Louis Cardinals', 'Philadelphia Phillies')","('St. Louis Cardinals', 'Played Left Field min. 1 game')","('St. Louis Cardinals', 'Played Right Field min. 1 game')","('Born Outside US 50 States and DC', 'Philadelphia Phillies')","('Born Outside US 50 States and DC', 'Played Left Field min. 1 game')","('Born Outside US 50 States and DC', 'Played Right Field min. 1 game')"
568,"('Milwaukee Brewers', 'Cleveland Guardians')","('Milwaukee Brewers', 'San Francisco Giants')","('Milwaukee Brewers', 'Played Catcher min. 1 game')","('Los Angeles Angels', 'Cleveland Guardians')","('Los Angeles Angels', 'San Francisco Giants')","('Los Angeles Angels', 'Played Catcher min. 1 game')","('.300+ AVG Season Batting', 'Cleveland Guardians')","('.300+ AVG Season Batting', 'San Francisco Giants')","('.300+ AVG Season Batting', 'Played Catcher min. 1 game')"
569,"('Boston   Red Sox', 'New York Yankees')","('Boston   Red Sox', 'Arizona Diamondbacks')","('Boston   Red Sox', '2000+ Hits Career Batting')","('New York Mets', 'New York Yankees')","('New York Mets', 'Arizona Diamondbacks')","('New York Mets', '2000+ Hits Career Batting')","('Chicago Cubs', 'New York Yankees')","('Chicago Cubs', 'Arizona Diamondbacks')","('Chicago Cubs', '2000+ Hits Career Batting')"
570,"('Kansas City Royals', 'Atlanta Braves')","('Kansas City Royals', 'Pittsburgh Pirates')","('Kansas City Royals', '30+ SB Season')","('Washington Nationals', 'Atlanta Braves')","('Washington Nationals', 'Pittsburgh Pirates')","('Washington Nationals', '30+ SB Season')","('Played Center Field min. 1 game', 'Atlanta Braves')","('Played Center Field min. 1 game', 'Pittsburgh Pirates')","('Played Center Field min. 1 game', '30+ SB Season')"
571,"('Oakland Athletics', 'Los Angeles Dodgers')","('Oakland Athletics', 'Colorado Rockies')","('Oakland Athletics', '300+ HR Career Batting')","('Philadelphia Phillies', 'Los Angeles Dodgers')","('Philadelphia Phillies', 'Colorado Rockies')","('Philadelphia Phillies', '300+ HR Career Batting')","('Silver Slugger', 'Los Angeles Dodgers')","('Silver Slugger', 'Colorado Rockies')","('Silver Slugger', '300+ HR Career Batting')"
572,"('Seattle Mariners', 'San Diego Padres')","('Seattle Mariners', 'Toronto  Blue Jays')","('Seattle Mariners', 'Only One Team')","('Baltimore Orioles', 'San Diego Padres')","('Baltimore Orioles', 'Toronto  Blue Jays')","('Baltimore Orioles', 'Only One Team')","('Houston Astros', 'San Diego Padres')","('Houston Astros', 'Toronto  Blue Jays')","('Houston Astros', 'Only One Team')"
573,"('Played In Major Negro Lgs', 'All Star')","('Played In Major Negro Lgs', 'Played Outfield min. 1 game')","('Played In Major Negro Lgs', 'Hall of Fame')","('40+ HR Season Batting', 'All Star')","('40+ HR Season Batting', 'Played Outfield min. 1 game')","('40+ HR Season Batting', 'Hall of Fame')","('Played First Base min. 1 game', 'All Star')","('Played First Base min. 1 game', 'Played Outfield min. 1 game')","('Played First Base min. 1 game', 'Hall of Fame')"
